#    L    TT             EE             TE             PP             TP          
   322    0.34561E+04    0.13695E+02    0.12228E+03    0.16601E+07    0.92556E+03
   323    0.34219E+04    0.13890E+02    0.12176E+03    0.16541E+07    0.91708E+03
   324    0.33879E+04    0.14086E+02    0.12119E+03    0.16481E+07    0.90867E+03
   325    0.33541E+04    0.14279E+02    0.12059E+03    0.16421E+07    0.90032E+03
   326    0.33204E+04    0.14474E+02    0.11995E+03    0.16362E+07    0.89203E+03
   327    0.32869E+04    0.14667E+02    0.11927E+03    0.16303E+07    0.88381E+03
   328    0.32536E+04    0.14859E+02    0.11856E+03    0.16244E+07    0.87565E+03
   329    0.32205E+04    0.15052E+02    0.11780E+03    0.16186E+07    0.86754E+03
   330    0.31877E+04    0.15242E+02    0.11700E+03    0.16127E+07    0.85950E+03
   331    0.31551E+04    0.15432E+02    0.11617E+03    0.16070E+07    0.85151E+03
   332    0.31227E+04    0.15622E+02    0.11531E+03    0.16012E+07    0.84359E+03
   333    0.30905E+04    0.15810E+02    0.11441E+03    0.15955E+07    0.83571E+03
   334    0.30587E+04    0.15997E+02    0.11348E+03    0.15898E+07    0.82790E+03
   335    0.30270E+04    0.16182E+02    0.11250E+03    0.15841E+07    0.82014E+03
   336    0.29956E+04    0.16367E+02    0.11149E+03    0.15785E+07    0.81243E+03
   337    0.29646E+04    0.16550E+02    0.11043E+03    0.15729E+07    0.80478E+03
   338    0.29337E+04    0.16731E+02    0.10936E+03    0.15673E+07    0.79718E+03
   339    0.29033E+04    0.16912E+02    0.10824E+03    0.15618E+07    0.78963E+03
   340    0.28731E+04    0.17091E+02    0.10709E+03    0.15563E+07    0.78214E+03
   341    0.28432E+04    0.17268E+02    0.10590E+03    0.15508E+07    0.77471E+03
   342    0.28136E+04    0.17444E+02    0.10468E+03    0.15453E+07    0.76732E+03
   343    0.27843E+04    0.17617E+02    0.10343E+03    0.15399E+07    0.76000E+03
   344    0.27555E+04    0.17789E+02    0.10215E+03    0.15345E+07    0.75273E+03
   345    0.27269E+04    0.17958E+02    0.10083E+03    0.15291E+07    0.74551E+03
   346    0.26986E+04    0.18127E+02    0.99493E+02    0.15238E+07    0.73835E+03
   347    0.26707E+04    0.18293E+02    0.98114E+02    0.15184E+07    0.73124E+03
   348    0.26432E+04    0.18456E+02    0.96704E+02    0.15132E+07    0.72419E+03
   349    0.26160E+04    0.18617E+02    0.95263E+02    0.15079E+07    0.71720E+03
   350    0.25892E+04    0.18776E+02    0.93797E+02    0.15027E+07    0.71026E+03
   351    0.25629E+04    0.18933E+02    0.92300E+02    0.14974E+07    0.70338E+03
   352    0.25368E+04    0.19087E+02    0.90771E+02    0.14923E+07    0.69655E+03
   353    0.25112E+04    0.19239E+02    0.89226E+02    0.14871E+07    0.68978E+03
   354    0.24858E+04    0.19388E+02    0.87642E+02    0.14820E+07    0.68307E+03
   355    0.24610E+04    0.19535E+02    0.86034E+02    0.14769E+07    0.67641E+03
   356    0.24366E+04    0.19679E+02    0.84409E+02    0.14718E+07    0.66981E+03
   357    0.24125E+04    0.19821E+02    0.82753E+02    0.14667E+07    0.66327E+03
   358    0.23889E+04    0.19958E+02    0.81081E+02    0.14617E+07    0.65678E+03
   359    0.23656E+04    0.20093E+02    0.79377E+02    0.14567E+07    0.65035E+03
   360    0.23428E+04    0.20226E+02    0.77654E+02    0.14517E+07    0.64397E+03
   361    0.23204E+04    0.20356E+02    0.75906E+02    0.14468E+07    0.63764E+03
   362    0.22985E+04    0.20482E+02    0.74137E+02    0.14419E+07    0.63138E+03
   363    0.22770E+04    0.20606E+02    0.72348E+02    0.14370E+07    0.62516E+03
   364    0.22559E+04    0.20726E+02    0.70537E+02    0.14321E+07    0.61900E+03
   365    0.22352E+04    0.20843E+02    0.68709E+02    0.14272E+07    0.61290E+03
   366    0.22150E+04    0.20957E+02    0.66862E+02    0.14224E+07    0.60685E+03
   367    0.21953E+04    0.21066E+02    0.64997E+02    0.14176E+07    0.60085E+03
   368    0.21759E+04    0.21173E+02    0.63116E+02    0.14128E+07    0.59491E+03
   369    0.21571E+04    0.21277E+02    0.61217E+02    0.14080E+07    0.58902E+03
   370    0.21387E+04    0.21377E+02    0.59305E+02    0.14033E+07    0.58318E+03
   371    0.21207E+04    0.21473E+02    0.57377E+02    0.13986E+07    0.57740E+03
   372    0.21032E+04    0.21565E+02    0.55437E+02    0.13939E+07    0.57167E+03
   373    0.20861E+04    0.21654E+02    0.53481E+02    0.13892E+07    0.56599E+03
   374    0.20695E+04    0.21740E+02    0.51515E+02    0.13845E+07    0.56037E+03
   375    0.20534E+04    0.21822E+02    0.49538E+02    0.13799E+07    0.55479E+03
   376    0.20377E+04    0.21900E+02    0.47549E+02    0.13753E+07    0.54927E+03
   377    0.20226E+04    0.21974E+02    0.45552E+02    0.13707E+07    0.54380E+03
   378    0.20078E+04    0.22044E+02    0.43545E+02    0.13661E+07    0.53837E+03
   379    0.19935E+04    0.22111E+02    0.41531E+02    0.13616E+07    0.53300E+03
   380    0.19797E+04    0.22175E+02    0.39508E+02    0.13570E+07    0.52768E+03
   381    0.19664E+04    0.22232E+02    0.37480E+02    0.13525E+07    0.52241E+03
   382    0.19535E+04    0.22287E+02    0.35446E+02    0.13481E+07    0.51718E+03
   383    0.19411E+04    0.22337E+02    0.33407E+02    0.13436E+07    0.51200E+03
   384    0.19292E+04    0.22383E+02    0.31364E+02    0.13392E+07    0.50688E+03
   385    0.19177E+04    0.22427E+02    0.29318E+02    0.13347E+07    0.50179E+03
   386    0.19067E+04    0.22465E+02    0.27270E+02    0.13303E+07    0.49676E+03
   387    0.18961E+04    0.22499E+02    0.25220E+02    0.13260E+07    0.49177E+03
   388    0.18860E+04    0.22529E+02    0.23171E+02    0.13216E+07    0.48683E+03
   389    0.18764E+04    0.22553E+02    0.21121E+02    0.13173E+07    0.48194E+03
   390    0.18672E+04    0.22576E+02    0.19073E+02    0.13129E+07    0.47709E+03
   391    0.18585E+04    0.22594E+02    0.17025E+02    0.13087E+07    0.47229E+03
   392    0.18502E+04    0.22609E+02    0.14982E+02    0.13044E+07    0.46753E+03
   393    0.18425E+04    0.22619E+02    0.12942E+02    0.13001E+07    0.46282E+03
   394    0.18352E+04    0.22624E+02    0.10907E+02    0.12959E+07    0.45815E+03
   395    0.18282E+04    0.22625E+02    0.88753E+01    0.12917E+07    0.45353E+03
   396    0.18218E+04    0.22623E+02    0.68516E+01    0.12875E+07    0.44895E+03
   397    0.18157E+04    0.22616E+02    0.48341E+01    0.12833E+07    0.44442E+03
   398    0.18102E+04    0.22604E+02    0.28241E+01    0.12791E+07    0.43993E+03
   399    0.18051E+04    0.22589E+02    0.82267E+00    0.12750E+07    0.43548E+03
   400    0.18004E+04    0.22570E+02   -0.11693E+01    0.12709E+07    0.43108E+03
   401    0.17961E+04    0.22546E+02   -0.31513E+01    0.12668E+07    0.42672E+03
   402    0.17923E+04    0.22517E+02   -0.51222E+01    0.12627E+07    0.42240E+03
   403    0.17889E+04    0.22485E+02   -0.70814E+01    0.12586E+07    0.41813E+03
   404    0.17859E+04    0.22449E+02   -0.90273E+01    0.12546E+07    0.41390E+03
   405    0.17834E+04    0.22407E+02   -0.10961E+02    0.12505E+07    0.40971E+03
   406    0.17812E+04    0.22363E+02   -0.12879E+02    0.12465E+07    0.40556E+03
   407    0.17795E+04    0.22314E+02   -0.14784E+02    0.12425E+07    0.40145E+03
   408    0.17781E+04    0.22261E+02   -0.16672E+02    0.12385E+07    0.39739E+03
   409    0.17773E+04    0.22205E+02   -0.18544E+02    0.12346E+07    0.39337E+03
   410    0.17767E+04    0.22143E+02   -0.20399E+02    0.12306E+07    0.38939E+03
   411    0.17766E+04    0.22078E+02   -0.22236E+02    0.12267E+07    0.38545E+03
   412    0.17769E+04    0.22010E+02   -0.24054E+02    0.12228E+07    0.38155E+03
   413    0.17775E+04    0.21937E+02   -0.25853E+02    0.12189E+07    0.37769E+03
   414    0.17785E+04    0.21861E+02   -0.27633E+02    0.12150E+07    0.37387E+03
   415    0.17799E+04    0.21781E+02   -0.29390E+02    0.12112E+07    0.37009E+03
   416    0.17817E+04    0.21697E+02   -0.31128E+02    0.12074E+07    0.36635E+03
   417    0.17837E+04    0.21609E+02   -0.32844E+02    0.12035E+07    0.36265E+03
   418    0.17862E+04    0.21516E+02   -0.34536E+02    0.11997E+07    0.35899E+03
   419    0.17891E+04    0.21421E+02   -0.36204E+02    0.11959E+07    0.35537E+03
   420    0.17922E+04    0.21322E+02   -0.37849E+02    0.11922E+07    0.35179E+03
   421    0.17958E+04    0.21220E+02   -0.39469E+02    0.11884E+07    0.34825E+03
   422    0.17997E+04    0.21114E+02   -0.41064E+02    0.11847E+07    0.34474E+03
   423    0.18038E+04    0.21004E+02   -0.42633E+02    0.11810E+07    0.34128E+03
   424    0.18082E+04    0.20890E+02   -0.44176E+02    0.11773E+07    0.33785E+03
   425    0.18131E+04    0.20773E+02   -0.45691E+02    0.11736E+07    0.33446E+03
   426    0.18182E+04    0.20653E+02   -0.47179E+02    0.11699E+07    0.33111E+03
   427    0.18236E+04    0.20530E+02   -0.48639E+02    0.11663E+07    0.32779E+03
   428    0.18293E+04    0.20403E+02   -0.50070E+02    0.11626E+07    0.32451E+03
   429    0.18353E+04    0.20273E+02   -0.51471E+02    0.11590E+07    0.32127E+03
   430    0.18416E+04    0.20141E+02   -0.52843E+02    0.11554E+07    0.31807E+03
   431    0.18482E+04    0.20005E+02   -0.54184E+02    0.11518E+07    0.31490E+03
   432    0.18549E+04    0.19866E+02   -0.55496E+02    0.11482E+07    0.31177E+03
   433    0.18620E+04    0.19725E+02   -0.56775E+02    0.11447E+07    0.30867E+03
   434    0.18693E+04    0.19580E+02   -0.58024E+02    0.11411E+07    0.30561E+03
   435    0.18769E+04    0.19434E+02   -0.59240E+02    0.11376E+07    0.30258E+03
   436    0.18847E+04    0.19284E+02   -0.60425E+02    0.11341E+07    0.29959E+03
   437    0.18928E+04    0.19132E+02   -0.61576E+02    0.11306E+07    0.29664E+03
   438    0.19011E+04    0.18977E+02   -0.62693E+02    0.11271E+07    0.29372E+03
   439    0.19096E+04    0.18820E+02   -0.63777E+02    0.11237E+07    0.29083E+03
   440    0.19183E+04    0.18660E+02   -0.64827E+02    0.11202E+07    0.28798E+03
   441    0.19273E+04    0.18498E+02   -0.65843E+02    0.11168E+07    0.28516E+03
   442    0.19363E+04    0.18334E+02   -0.66824E+02    0.11133E+07    0.28238E+03
   443    0.19457E+04    0.18168E+02   -0.67770E+02    0.11099E+07    0.27963E+03
   444    0.19552E+04    0.18000E+02   -0.68680E+02    0.11065E+07    0.27691E+03
   445    0.19649E+04    0.17829E+02   -0.69555E+02    0.11031E+07    0.27423E+03
   446    0.19746E+04    0.17657E+02   -0.70394E+02    0.10998E+07    0.27158E+03
   447    0.19846E+04    0.17484E+02   -0.71197E+02    0.10964E+07    0.26897E+03
   448    0.19947E+04    0.17308E+02   -0.71964E+02    0.10931E+07    0.26638E+03
   449    0.20050E+04    0.17131E+02   -0.72694E+02    0.10898E+07    0.26384E+03
   450    0.20155E+04    0.16953E+02   -0.73388E+02    0.10865E+07    0.26132E+03
   451    0.20261E+04    0.16772E+02   -0.74045E+02    0.10832E+07    0.25884E+03
   452    0.20367E+04    0.16591E+02   -0.74666E+02    0.10799E+07    0.25640E+03
   453    0.20476E+04    0.16410E+02   -0.75250E+02    0.10766E+07    0.25398E+03
   454    0.20585E+04    0.16226E+02   -0.75797E+02    0.10734E+07    0.25160E+03
   455    0.20694E+04    0.16042E+02   -0.76308E+02    0.10701E+07    0.24925E+03
   456    0.20806E+04    0.15856E+02   -0.76776E+02    0.10669E+07    0.24694E+03
   457    0.20917E+04    0.15671E+02   -0.77215E+02    0.10637E+07    0.24465E+03
   458    0.21030E+04    0.15484E+02   -0.77607E+02    0.10605E+07    0.24240E+03
   459    0.21144E+04    0.15298E+02   -0.77968E+02    0.10573E+07    0.24018E+03
   460    0.21258E+04    0.15110E+02   -0.78290E+02    0.10541E+07    0.23799E+03
   461    0.21373E+04    0.14921E+02   -0.78575E+02    0.10510E+07    0.23583E+03
   462    0.21488E+04    0.14733E+02   -0.78818E+02    0.10478E+07    0.23371E+03
   463    0.21603E+04    0.14545E+02   -0.79036E+02    0.10447E+07    0.23161E+03
   464    0.21719E+04    0.14356E+02   -0.79200E+02    0.10416E+07    0.22955E+03
   465    0.21834E+04    0.14168E+02   -0.79340E+02    0.10385E+07    0.22751E+03
   466    0.21950E+04    0.13979E+02   -0.79432E+02    0.10354E+07    0.22551E+03
   467    0.22067E+04    0.13791E+02   -0.79494E+02    0.10323E+07    0.22353E+03
   468    0.22183E+04    0.13604E+02   -0.79515E+02    0.10292E+07    0.22158E+03
   469    0.22299E+04    0.13416E+02   -0.79505E+02    0.10262E+07    0.21966E+03
   470    0.22416E+04    0.13229E+02   -0.79456E+02    0.10232E+07    0.21777E+03
   471    0.22531E+04    0.13044E+02   -0.79367E+02    0.10201E+07    0.21591E+03
   472    0.22647E+04    0.12859E+02   -0.79247E+02    0.10171E+07    0.21408E+03
   473    0.22763E+04    0.12675E+02   -0.79087E+02    0.10141E+07    0.21227E+03
   474    0.22878E+04    0.12492E+02   -0.78896E+02    0.10111E+07    0.21049E+03
   475    0.22993E+04    0.12310E+02   -0.78665E+02    0.10081E+07    0.20874E+03
   476    0.23107E+04    0.12129E+02   -0.78397E+02    0.10052E+07    0.20701E+03
   477    0.23220E+04    0.11950E+02   -0.78102E+02    0.10022E+07    0.20532E+03
   478    0.23333E+04    0.11771E+02   -0.77761E+02    0.99928E+06    0.20364E+03
   479    0.23446E+04    0.11595E+02   -0.77399E+02    0.99636E+06    0.20200E+03
   480    0.23557E+04    0.11420E+02   -0.76996E+02    0.99344E+06    0.20038E+03
   481    0.23668E+04    0.11246E+02   -0.76557E+02    0.99054E+06    0.19878E+03
   482    0.23779E+04    0.11075E+02   -0.76086E+02    0.98765E+06    0.19721E+03
   483    0.23887E+04    0.10906E+02   -0.75587E+02    0.98477E+06    0.19567E+03
   484    0.23994E+04    0.10739E+02   -0.75053E+02    0.98190E+06    0.19415E+03
   485    0.24102E+04    0.10573E+02   -0.74486E+02    0.97905E+06    0.19265E+03
   486    0.24208E+04    0.10411E+02   -0.73889E+02    0.97621E+06    0.19118E+03
   487    0.24312E+04    0.10251E+02   -0.73261E+02    0.97338E+06    0.18973E+03
   488    0.24415E+04    0.10093E+02   -0.72601E+02    0.97056E+06    0.18831E+03
   489    0.24517E+04    0.99374E+01   -0.71911E+02    0.96775E+06    0.18691E+03
   490    0.24619E+04    0.97852E+01   -0.71191E+02    0.96496E+06    0.18553E+03
   491    0.24717E+04    0.96354E+01   -0.70443E+02    0.96218E+06    0.18417E+03
   492    0.24815E+04    0.94887E+01   -0.69666E+02    0.95941E+06    0.18284E+03
   493    0.24912E+04    0.93436E+01   -0.68860E+02    0.95665E+06    0.18153E+03
   494    0.25007E+04    0.92032E+01   -0.68027E+02    0.95390E+06    0.18025E+03
   495    0.25100E+04    0.90651E+01   -0.67167E+02    0.95117E+06    0.17898E+03
   496    0.25191E+04    0.89309E+01   -0.66281E+02    0.94845E+06    0.17774E+03
   497    0.25281E+04    0.87999E+01   -0.65368E+02    0.94573E+06    0.17652E+03
   498    0.25369E+04    0.86713E+01   -0.64431E+02    0.94303E+06    0.17532E+03
   499    0.25456E+04    0.85473E+01   -0.63468E+02    0.94034E+06    0.17415E+03
   500    0.25541E+04    0.84257E+01   -0.62482E+02    0.93767E+06    0.17299E+03
   501    0.25623E+04    0.83088E+01   -0.61473E+02    0.93500E+06    0.17186E+03
   502    0.25705E+04    0.81958E+01   -0.60440E+02    0.93234E+06    0.17075E+03
   503    0.25784E+04    0.80859E+01   -0.59386E+02    0.92970E+06    0.16966E+03
   504    0.25860E+04    0.79800E+01   -0.58309E+02    0.92706E+06    0.16859E+03
   505    0.25936E+04    0.78787E+01   -0.57212E+02    0.92444E+06    0.16755E+03
   506    0.26009E+04    0.77815E+01   -0.56095E+02    0.92182E+06    0.16652E+03
   507    0.26080E+04    0.76881E+01   -0.54958E+02    0.91922E+06    0.16552E+03
   508    0.26149E+04    0.75995E+01   -0.53801E+02    0.91663E+06    0.16453E+03
   509    0.26216E+04    0.75148E+01   -0.52628E+02    0.91404E+06    0.16357E+03
   510    0.26280E+04    0.74346E+01   -0.51438E+02    0.91147E+06    0.16262E+03
   511    0.26343E+04    0.73586E+01   -0.50230E+02    0.90891E+06    0.16170E+03
   512    0.26403E+04    0.72873E+01   -0.49006E+02    0.90636E+06    0.16079E+03
   513    0.26461E+04    0.72205E+01   -0.47767E+02    0.90382E+06    0.15991E+03
   514    0.26517E+04    0.71585E+01   -0.46515E+02    0.90129E+06    0.15904E+03
   515    0.26570E+04    0.71012E+01   -0.45248E+02    0.89877E+06    0.15820E+03
   516    0.26622E+04    0.70486E+01   -0.43968E+02    0.89626E+06    0.15737E+03
   517    0.26670E+04    0.70010E+01   -0.42677E+02    0.89376E+06    0.15656E+03
   518    0.26716E+04    0.69582E+01   -0.41374E+02    0.89127E+06    0.15577E+03
   519    0.26761E+04    0.69204E+01   -0.40060E+02    0.88879E+06    0.15500E+03
   520    0.26803E+04    0.68875E+01   -0.38736E+02    0.88632E+06    0.15425E+03
   521    0.26841E+04    0.68597E+01   -0.37404E+02    0.88386E+06    0.15352E+03
   522    0.26878E+04    0.68371E+01   -0.36063E+02    0.88141E+06    0.15280E+03
   523    0.26912E+04    0.68196E+01   -0.34715E+02    0.87897E+06    0.15210E+03
   524    0.26945E+04    0.68073E+01   -0.33360E+02    0.87654E+06    0.15142E+03
   525    0.26973E+04    0.68001E+01   -0.31998E+02    0.87412E+06    0.15076E+03
   526    0.27000E+04    0.67983E+01   -0.30631E+02    0.87171E+06    0.15011E+03
   527    0.27025E+04    0.68017E+01   -0.29261E+02    0.86931E+06    0.14948E+03
   528    0.27047E+04    0.68103E+01   -0.27887E+02    0.86692E+06    0.14887E+03
   529    0.27067E+04    0.68245E+01   -0.26510E+02    0.86454E+06    0.14827E+03
   530    0.27084E+04    0.68441E+01   -0.25132E+02    0.86217E+06    0.14769E+03
   531    0.27100E+04    0.68689E+01   -0.23751E+02    0.85981E+06    0.14713E+03
   532    0.27112E+04    0.68993E+01   -0.22371E+02    0.85746E+06    0.14658E+03
   533    0.27121E+04    0.69351E+01   -0.20991E+02    0.85512E+06    0.14604E+03
   534    0.27128E+04    0.69764E+01   -0.19613E+02    0.85279E+06    0.14552E+03
   535    0.27133E+04    0.70232E+01   -0.18237E+02    0.85046E+06    0.14502E+03
   536    0.27135E+04    0.70755E+01   -0.16863E+02    0.84815E+06    0.14453E+03
   537    0.27135E+04    0.71332E+01   -0.15493E+02    0.84585E+06    0.14406E+03
   538    0.27132E+04    0.71966E+01   -0.14128E+02    0.84355E+06    0.14360E+03
   539    0.27127E+04    0.72654E+01   -0.12767E+02    0.84127E+06    0.14315E+03
   540    0.27120E+04    0.73399E+01   -0.11413E+02    0.83900E+06    0.14271E+03
   541    0.27110E+04    0.74198E+01   -0.10066E+02    0.83673E+06    0.14229E+03
   542    0.27098E+04    0.75053E+01   -0.87263E+01    0.83447E+06    0.14189E+03
   543    0.27082E+04    0.75964E+01   -0.73951E+01    0.83223E+06    0.14149E+03
   544    0.27066E+04    0.76930E+01   -0.60729E+01    0.82999E+06    0.14111E+03
   545    0.27046E+04    0.77951E+01   -0.47603E+01    0.82776E+06    0.14074E+03
   546    0.27024E+04    0.79025E+01   -0.34586E+01    0.82554E+06    0.14038E+03
   547    0.27000E+04    0.80153E+01   -0.21680E+01    0.82333E+06    0.14004E+03
   548    0.26974E+04    0.81337E+01   -0.88960E+00    0.82113E+06    0.13971E+03
   549    0.26945E+04    0.82575E+01    0.37586E+00    0.81894E+06    0.13938E+03
   550    0.26914E+04    0.83868E+01    0.16278E+01    0.81675E+06    0.13907E+03
